Time,Charleville Mall,Charleville Mall Cyclist IN,Charleville Mall Cyclist OUT,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist IN,Clontarf - James Larkin Rd Cyclist OUT,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist IN,Clontarf - Pebble Beach Carpark Cyclist OUT,Drumcondra Cyclists 1,Drumcondra Cyclists 1 Cyclist IN,Drumcondra Cyclists 1 Cyclist OUT,Drumcondra Cyclists 2,Drumcondra Cyclists 2 Cyclist IN,Drumcondra Cyclists 2 Cyclist OUT,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist IN,Griffith Avenue (Clare Rd Side) Cyclist OUT,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist IN,Griffith Avenue (Lane Side) Cyclist OUT,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B,North Strand Rd S/B,Richmond Street Cyclists 1,Richmond Street Cyclists 1 Cyclist IN,Richmond Street Cyclists 1 Cyclist OUT,Richmond Street Cyclists 2 ,Richmond Street Cyclists 2  Cyclist IN,Richmond Street Cyclists 2  Cyclist OUT
12/3/2023 4:00,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,,5,0,5,2,0,2
12/3/2023 5:00,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,,2,0,2,4,0,4
12/3/2023 6:00,3,1,2,3,1,2,4,1,3,0,0,0,2,2,0,1,1,0,0,0,0,18,0,18,0,,4,0,4,6,0,6
12/3/2023 7:00,3,2,1,24,14,10,32,12,20,0,0,0,6,6,0,1,1,0,2,2,0,37,13,24,0,,6,0,6,6,0,6
12/3/2023 8:00,4,2,2,81,31,50,98,35,63,0,0,0,8,8,0,4,4,0,5,5,0,40,10,30,0,,7,0,7,19,0,19
12/3/2023 9:00,7,5,2,141,61,80,134,46,88,0,0,0,0,0,0,7,7,0,9,9,0,53,20,33,0,,9,2,7,25,0,25
12/3/2023 10:00,4,4,0,141,53,88,137,61,76,0,0,0,0,0,0,15,15,0,12,12,0,67,22,45,0,,30,0,30,36,0,36
12/3/2023 11:00,5,4,1,160,80,80,201,107,94,0,0,0,0,0,0,28,28,0,13,13,0,78,28,50,0,,39,0,39,51,1,50
12/3/2023 12:00,16,9,7,131,73,58,154,73,81,0,0,0,0,0,0,10,10,0,10,10,0,85,36,49,0,,51,0,51,66,0,66
12/3/2023 13:00,13,8,5,91,46,45,114,65,49,0,0,0,0,0,0,19,19,0,13,13,0,90,43,47,0,,70,1,69,100,0,100
12/3/2023 14:00,10,1,9,66,28,38,76,30,46,0,0,0,1,1,0,17,17,0,13,13,0,94,29,65,0,,61,0,61,64,1,63
12/3/2023 15:00,4,2,2,32,15,17,47,28,19,0,0,0,4,4,0,3,3,0,5,5,0,81,39,42,0,,58,1,57,71,0,71
12/3/2023 16:00,4,2,2,29,18,11,40,15,25,0,0,0,3,3,0,7,7,0,8,8,0,55,37,18,0,,41,0,41,59,0,59
12/3/2023 17:00,9,6,3,24,14,10,23,12,11,0,0,0,0,0,0,7,7,0,1,1,0,78,38,40,0,,71,0,71,68,0,68
12/3/2023 18:00,6,4,2,11,5,6,15,8,7,0,0,0,4,4,0,5,5,0,6,6,0,106,45,61,0,,60,0,60,66,1,65
12/3/2023 19:00,9,6,3,9,5,4,10,4,6,0,0,0,1,1,0,4,4,0,1,1,0,89,49,40,0,,73,0,73,55,0,55
12/3/2023 20:00,6,3,3,4,1,3,8,4,4,0,0,0,2,2,0,7,7,0,2,2,0,62,31,31,0,,56,1,55,53,0,53
12/3/2023 21:00,4,3,1,2,1,1,7,2,5,0,0,0,1,1,0,2,2,0,0,0,0,49,29,20,0,,35,0,35,37,0,37
12/3/2023 22:00,5,5,0,3,2,1,2,1,1,0,0,0,1,1,0,3,3,0,1,1,0,28,20,8,0,,22,0,22,26,2,24
12/3/2023 23:00,4,4,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,0,,17,0,17,14,0,14
13/03/2023 00:00,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,2,2,0,0,0,0,10,6,4,0,,14,0,14,7,0,7
13/03/2023 01:00,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,4,1,0,,2,0,2,0,0,0
13/03/2023 02:00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,,4,0,4,3,0,3
13/03/2023 03:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,,0,0,0,1,0,1
13/03/2023 04:00,0,0,0,1,1,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,2,0,2,1,0,1
13/03/2023 05:00,1,1,0,3,2,1,5,3,2,0,0,0,2,2,0,1,1,0,0,0,0,25,4,21,0,,2,0,2,8,0,8
13/03/2023 06:00,8,8,0,10,8,2,11,8,3,0,0,0,12,12,0,6,6,0,6,6,0,98,23,75,0,,9,0,9,18,0,18
13/03/2023 07:00,30,23,7,41,34,7,44,36,8,0,0,0,29,29,0,10,10,0,13,13,0,270,59,211,0,,26,0,26,70,0,70
13/03/2023 08:00,79,72,7,57,48,9,78,64,14,0,0,0,47,47,0,40,40,0,105,105,0,498,81,417,0,,57,1,56,179,0,179
13/03/2023 09:00,36,28,8,33,18,15,39,27,12,0,0,0,33,33,0,6,6,0,12,12,0,199,30,169,0,,26,0,26,102,0,102
13/03/2023 10:00,10,7,3,12,4,8,17,4,13,0,0,0,16,16,0,5,5,0,7,7,0,65,19,46,0,,13,1,12,55,0,55
13/03/2023 11:00,8,4,4,26,10,16,25,12,13,0,0,0,9,9,0,8,8,0,4,4,0,51,19,32,0,,28,0,28,45,0,45
13/03/2023 12:00,19,13,6,33,19,14,37,17,20,0,0,0,3,2,1,4,4,0,1,1,0,70,30,40,0,,48,0,48,49,1,48
13/03/2023 13:00,16,6,10,24,9,15,38,16,22,0,0,0,2,2,0,17,17,0,0,0,0,84,40,44,0,,51,0,51,61,0,61
13/03/2023 14:00,9,5,4,13,6,7,22,10,12,0,0,0,2,2,0,6,6,0,0,0,0,60,30,30,0,,50,1,49,25,0,25
13/03/2023 15:00,15,9,6,11,1,10,23,5,18,0,0,0,0,0,0,37,37,0,6,6,0,99,52,47,0,,49,0,49,44,0,44
13/03/2023 16:00,19,5,14,38,10,28,37,5,32,0,0,0,4,4,0,32,32,0,8,8,0,180,108,72,0,,104,0,104,57,0,57
13/03/2023 17:00,44,11,33,60,10,50,80,8,72,0,0,0,12,12,0,28,28,0,12,12,0,343,249,94,0,,187,0,187,85,0,85
13/03/2023 18:00,29,11,18,52,5,47,60,9,51,0,0,0,5,5,0,31,31,0,12,12,0,281,177,104,0,,193,1,192,82,1,81
13/03/2023 19:00,15,7,8,27,12,15,38,14,24,0,0,0,3,3,0,16,16,0,15,15,0,160,107,53,0,,99,0,99,76,0,76
13/03/2023 20:00,12,4,8,14,6,8,25,16,9,0,0,0,3,3,0,4,4,0,3,3,0,109,67,42,0,,61,0,61,48,0,48
13/03/2023 21:00,11,4,7,8,2,6,16,2,14,0,0,0,3,2,1,9,9,0,2,2,0,75,48,27,0,,46,0,46,54,1,53
13/03/2023 22:00,4,1,3,3,2,1,8,1,7,0,0,0,0,0,0,7,7,0,0,0,0,36,19,17,0,,31,0,31,23,0,23
13/03/2023 23:00,1,1,0,2,0,2,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,24,13,11,0,,16,0,16,11,0,11
14/03/2023 00:00,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,,13,0,13,9,0,9
14/03/2023 01:00,1,0,1,2,2,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,3,2,1,0,,3,1,2,1,0,1
14/03/2023 02:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,2,0,2,1,0,1
14/03/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,3,0,3,0,0,0
14/03/2023 04:00,1,1,0,2,2,0,4,1,3,0,0,0,2,2,0,0,0,0,0,0,0,3,2,1,0,,2,0,2,4,0,4
14/03/2023 05:00,2,2,0,2,1,1,5,2,3,0,0,0,1,1,0,1,1,0,0,0,0,31,4,27,0,,3,0,3,6,0,6
14/03/2023 06:00,7,6,1,15,12,3,22,18,4,0,0,0,14,14,0,4,4,0,1,1,0,107,23,84,0,,8,0,8,20,0,20
14/03/2023 07:00,46,40,6,59,50,9,81,69,12,0,0,0,44,42,2,11,11,0,0,0,0,331,69,262,0,,43,0,43,98,2,96
14/03/2023 08:00,98,88,10,83,67,16,103,86,17,0,0,0,67,67,0,45,45,0,2,2,0,673,91,582,0,,54,0,54,241,0,241
14/03/2023 09:00,45,35,10,50,28,22,62,36,26,0,0,0,43,42,1,17,17,0,2,2,0,272,46,226,0,,24,0,24,145,0,145
14/03/2023 10:00,19,12,7,45,18,27,47,17,30,0,0,0,9,9,0,5,5,0,5,5,0,81,17,64,0,,22,0,22,61,1,60
14/03/2023 11:00,25,12,13,48,28,20,60,29,31,0,0,0,10,10,0,6,6,0,6,6,0,59,19,40,0,,29,1,28,50,0,50
14/03/2023 12:00,17,11,6,41,22,19,78,35,43,0,0,0,4,4,0,11,11,0,1,1,0,87,35,52,0,,48,0,48,58,0,58
14/03/2023 13:00,13,3,10,21,7,14,34,11,23,0,0,0,1,1,0,15,15,0,3,3,0,87,40,47,0,,39,1,38,63,0,63
14/03/2023 14:00,5,3,2,21,5,16,24,7,17,0,0,0,1,1,0,12,12,0,7,7,0,101,49,52,0,,43,0,43,54,0,54
14/03/2023 15:00,13,7,6,24,10,14,26,10,16,0,0,0,5,5,0,38,38,0,4,4,0,124,71,53,0,,75,0,75,51,0,51
14/03/2023 16:00,24,6,18,44,14,30,61,19,42,0,0,0,3,3,0,32,32,0,12,12,0,196,122,74,0,,126,1,125,59,0,59
14/03/2023 17:00,58,10,48,101,22,79,131,27,104,0,0,0,0,0,0,36,36,0,5,5,0,422,298,124,0,,236,0,236,95,1,94
14/03/2023 18:00,51,15,36,83,24,59,127,27,100,0,0,0,5,4,1,35,35,0,0,0,0,320,222,98,0,,169,1,168,116,1,115
14/03/2023 19:00,21,8,13,50,20,30,52,18,34,0,0,0,7,7,0,19,19,0,0,0,0,177,116,61,0,,97,0,97,88,0,88
14/03/2023 20:00,13,2,11,42,16,26,59,18,41,0,0,0,1,1,0,16,16,0,0,0,0,128,90,38,0,,92,1,91,66,0,66
14/03/2023 21:00,8,1,7,28,14,14,28,12,16,0,0,0,2,1,1,13,13,0,0,0,0,79,61,18,0,,43,0,43,52,0,52
14/03/2023 22:00,3,2,1,7,1,6,10,3,7,0,0,0,1,1,0,3,3,0,0,0,0,52,37,15,0,,42,0,42,31,0,31
14/03/2023 23:00,1,1,0,1,0,1,4,1,3,0,0,0,2,2,0,2,2,0,0,0,0,29,23,6,0,,23,0,23,23,1,22
15/03/2023 00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,9,8,0,,26,0,26,6,0,6
15/03/2023 01:00,2,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,,7,0,7,0,0,0
15/03/2023 02:00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,,4,1,3,2,0,2
15/03/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,,2,0,2,0,0,0
15/03/2023 04:00,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,0,1,1,1,0
15/03/2023 05:00,2,2,0,3,2,1,5,3,2,0,0,0,3,3,0,1,1,0,1,1,0,24,5,19,0,,3,0,3,13,0,13
15/03/2023 06:00,9,9,0,19,14,5,30,22,8,0,0,0,11,10,1,4,4,0,6,6,0,112,25,87,0,,7,0,7,23,0,23
15/03/2023 07:00,46,34,12,43,36,7,49,44,5,0,0,0,25,25,0,13,13,0,10,10,0,297,53,244,0,,31,1,30,85,0,85
15/03/2023 08:00,86,75,11,70,54,16,82,71,11,0,0,0,27,27,0,36,36,0,63,63,0,565,80,485,0,,53,0,53,173,0,173
15/03/2023 09:00,29,26,3,15,10,5,23,16,7,0,0,0,23,23,0,8,8,0,3,3,0,199,30,169,0,,26,0,26,113,1,112
15/03/2023 10:00,6,5,1,10,6,4,14,5,9,0,0,0,8,8,0,9,9,0,3,3,0,62,19,43,0,,27,0,27,36,0,36
15/03/2023 11:00,8,6,2,10,6,4,15,7,8,0,0,0,1,1,0,7,7,0,5,5,0,63,20,43,0,,21,0,21,43,1,42
15/03/2023 12:00,15,7,8,4,1,3,11,5,6,0,0,0,0,0,0,8,8,0,3,3,0,77,36,41,0,,40,0,40,62,0,62
15/03/2023 13:00,18,8,10,10,3,7,15,4,11,0,0,0,7,7,0,13,13,0,5,5,0,103,46,57,0,,46,0,46,55,2,53
15/03/2023 14:00,10,3,7,12,4,8,13,5,8,0,0,0,7,7,0,9,9,0,8,8,0,96,47,49,0,,72,2,70,55,0,55
15/03/2023 15:00,20,7,13,13,1,12,23,4,19,0,0,0,8,8,0,32,32,0,13,13,0,126,66,60,0,,69,0,69,48,1,47
15/03/2023 16:00,20,10,10,16,3,13,30,7,23,0,0,0,0,0,0,27,27,0,0,0,0,194,129,65,0,,85,0,85,53,0,53
15/03/2023 17:00,44,15,29,45,6,39,59,6,53,0,0,0,0,0,0,22,22,0,0,0,0,350,247,103,0,,196,0,196,67,1,66
15/03/2023 18:00,37,11,26,33,5,28,66,5,61,0,0,0,2,2,0,24,24,0,1,1,0,313,206,107,0,,159,0,159,72,2,70
15/03/2023 19:00,21,5,16,25,4,21,37,11,26,0,0,0,3,3,0,7,7,0,2,2,0,157,102,55,0,,111,0,111,60,0,60
15/03/2023 20:00,6,1,5,11,6,5,18,9,9,0,0,0,4,4,0,5,5,0,0,0,0,125,80,45,0,,77,1,76,57,0,57
15/03/2023 21:00,3,2,1,10,6,4,10,3,7,0,0,0,2,2,0,9,9,0,2,2,0,87,57,30,0,,68,1,67,62,1,61
15/03/2023 22:00,5,2,3,2,0,2,6,1,5,0,0,0,4,4,0,6,6,0,0,0,0,56,40,16,0,,39,0,39,33,0,33
15/03/2023 23:00,6,6,0,4,1,3,4,2,2,0,0,0,1,1,0,2,2,0,0,0,0,23,16,7,0,,22,0,22,11,1,10
16/03/2023 00:00,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,13,4,0,,10,0,10,7,0,7
16/03/2023 01:00,1,0,1,5,3,2,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0,,4,0,4,2,0,2
16/03/2023 02:00,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,,4,0,4,2,0,2
16/03/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,,4,0,4,1,0,1
16/03/2023 04:00,1,1,0,1,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,4,1,3,0,,3,0,3,1,1,0
16/03/2023 05:00,1,1,0,4,3,1,7,4,3,0,0,0,5,5,0,2,2,0,0,0,0,31,4,27,0,,4,0,4,8,0,8
16/03/2023 06:00,6,4,2,14,12,2,22,19,3,0,0,0,10,9,1,5,5,0,0,0,0,102,27,75,0,,8,0,8,26,0,26
16/03/2023 07:00,33,26,7,28,23,5,34,29,5,0,0,0,39,39,0,5,5,0,3,3,0,223,44,179,0,,23,1,22,61,0,61
16/03/2023 08:00,86,76,10,67,50,17,81,62,19,0,0,0,62,62,0,38,38,0,49,49,0,486,84,402,0,,50,0,50,173,1,172
16/03/2023 09:00,37,31,6,40,24,16,50,33,17,0,0,0,40,40,0,13,13,0,17,17,0,198,28,170,0,,39,0,39,138,0,138
16/03/2023 10:00,13,12,1,36,12,24,39,14,25,0,0,0,20,20,0,10,10,0,11,11,0,80,17,63,0,,36,0,36,74,0,74
16/03/2023 11:00,14,9,5,47,23,24,51,20,31,0,0,0,14,14,0,10,10,0,2,2,0,81,21,60,0,,34,0,34,67,0,67
16/03/2023 12:00,19,10,9,34,14,20,49,24,25,0,0,0,14,14,0,9,9,0,2,2,0,107,42,65,0,,68,1,67,96,1,95
16/03/2023 13:00,9,6,3,49,24,25,61,31,30,0,0,0,6,6,0,15,15,0,1,1,0,120,50,70,0,,79,0,79,95,1,94
16/03/2023 14:00,24,12,12,41,21,20,45,15,30,0,0,0,4,4,0,11,11,0,2,2,0,112,41,71,0,,88,0,88,74,1,73
16/03/2023 15:00,16,5,11,49,20,29,55,21,34,0,0,0,8,8,0,28,28,0,8,8,0,139,73,66,0,,54,0,54,75,2,73
16/03/2023 16:00,30,7,23,53,24,29,70,18,52,0,0,0,12,12,0,35,35,0,13,13,0,210,130,80,0,,101,0,101,85,0,85
16/03/2023 17:00,39,12,27,94,35,59,122,36,86,0,0,0,10,10,0,27,27,0,4,4,0,319,206,113,0,,184,1,183,109,1,108
16/03/2023 18:00,31,11,20,94,37,57,112,35,77,0,0,0,18,18,0,25,25,0,3,3,0,240,143,97,0,,169,0,169,118,1,117
16/03/2023 19:00,16,7,9,36,13,23,49,25,24,0,0,0,12,12,0,13,13,0,2,2,0,171,94,77,0,,94,0,94,80,0,80
16/03/2023 20:00,8,0,8,24,11,13,35,12,23,0,0,0,9,9,0,9,9,0,1,1,0,113,72,41,0,,52,0,52,83,0,83
16/03/2023 21:00,13,6,7,14,8,6,17,6,11,0,0,0,5,5,0,9,9,0,0,0,0,92,62,30,0,,46,0,46,56,1,55
16/03/2023 22:00,4,3,1,5,2,3,10,5,5,0,0,0,2,2,0,8,8,0,2,2,0,67,43,24,0,,39,0,39,33,0,33
16/03/2023 23:00,3,3,0,5,2,3,1,0,1,0,0,0,7,7,0,3,3,0,3,3,0,47,29,18,0,,33,1,32,32,0,32
17/03/2023 00:00,2,1,1,5,2,3,12,4,8,0,0,0,3,3,0,3,3,0,0,0,0,28,19,9,0,,26,0,26,20,1,19
17/03/2023 01:00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,18,14,4,0,,9,0,9,0,0,0
17/03/2023 02:00,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,10,8,2,0,,16,0,16,4,0,4
17/03/2023 03:00,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,12,9,3,0,,19,0,19,5,0,5
17/03/2023 04:00,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,,4,0,4,2,0,2
17/03/2023 05:00,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,0,,3,0,3,2,0,2
17/03/2023 06:00,2,2,0,7,3,4,8,3,5,0,0,0,5,5,0,1,1,0,0,0,0,31,6,25,0,,7,0,7,14,0,14
17/03/2023 07:00,3,3,0,27,10,17,28,10,18,0,0,0,14,13,1,1,1,0,3,3,0,52,14,38,0,,13,0,13,17,1,16
17/03/2023 08:00,9,8,1,74,37,37,73,28,45,0,0,0,13,13,0,5,5,0,4,4,0,48,15,33,0,,17,0,17,29,0,29
17/03/2023 09:00,9,7,2,94,45,49,92,41,51,0,0,0,12,12,0,3,3,0,0,0,0,60,15,45,0,,19,0,19,46,0,46
17/03/2023 10:00,10,7,3,77,39,38,79,38,41,0,0,0,6,6,0,8,8,0,2,2,0,86,28,58,0,,36,0,36,26,0,26
17/03/2023 11:00,17,10,7,74,46,28,96,57,39,0,0,0,3,3,0,13,13,0,2,2,0,93,32,61,0,,31,0,31,69,0,69
17/03/2023 12:00,13,6,7,52,27,25,59,28,31,0,0,0,3,3,0,5,5,0,1,1,0,88,38,50,0,,35,1,34,86,0,86
17/03/2023 13:00,9,6,3,47,19,28,52,18,34,0,0,0,5,5,0,12,12,0,3,3,0,81,31,50,0,,43,0,43,73,1,72
17/03/2023 14:00,6,4,2,53,28,25,66,34,32,0,0,0,5,5,0,6,6,0,1,1,0,88,32,56,0,,51,0,51,63,2,61
17/03/2023 15:00,10,7,3,39,15,24,46,19,27,0,0,0,5,5,0,10,10,0,2,2,0,96,43,53,0,,57,0,57,41,0,41
17/03/2023 16:00,6,3,3,42,23,19,58,30,28,0,0,0,5,5,0,9,9,0,0,0,0,78,28,50,0,,38,0,38,41,0,41
17/03/2023 17:00,8,4,4,32,20,12,53,22,31,0,0,0,9,8,1,12,12,0,0,0,0,91,36,55,0,,37,0,37,78,0,78
17/03/2023 18:00,4,4,0,17,8,9,23,9,14,0,0,0,6,6,0,9,9,0,0,0,0,73,40,33,0,,42,0,42,51,2,49
17/03/2023 19:00,7,2,5,5,2,3,16,8,8,0,0,0,5,5,0,6,6,0,0,0,0,65,25,40,0,,36,0,36,71,0,71
17/03/2023 20:00,3,2,1,8,3,5,9,4,5,0,0,0,12,11,1,3,3,0,0,0,0,49,28,21,0,,25,0,25,54,1,53
17/03/2023 21:00,4,1,3,2,2,0,2,1,1,0,0,0,9,9,0,3,3,0,0,0,0,42,20,22,0,,16,0,16,29,0,29
17/03/2023 22:00,4,3,1,3,1,2,7,0,7,0,0,0,5,4,1,4,4,0,0,0,0,61,42,19,0,,28,0,28,30,0,30
17/03/2023 23:00,4,1,3,2,2,0,3,1,2,0,0,0,2,2,0,2,2,0,0,0,0,26,20,6,0,,23,0,23,29,0,29
18/03/2023 00:00,0,0,0,2,1,1,5,2,3,0,0,0,0,0,0,2,2,0,0,0,0,16,11,5,0,,4,0,4,20,0,20
18/03/2023 01:00,2,1,1,3,2,1,4,1,3,0,0,0,3,3,0,2,2,0,0,0,0,22,11,11,0,,3,0,3,1,0,1
18/03/2023 02:00,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,20,14,6,0,,8,0,8,2,0,2
18/03/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,18,12,6,0,,17,1,16,4,1,3
18/03/2023 04:00,1,0,1,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,6,3,3,0,,4,0,4,3,0,3
18/03/2023 05:00,1,1,0,2,2,0,3,3,0,0,0,0,1,1,0,1,1,0,0,0,0,9,5,4,0,,7,0,7,6,0,6
18/03/2023 06:00,1,1,0,5,2,3,8,3,5,0,0,0,3,3,0,1,1,0,0,0,0,30,6,24,0,,3,0,3,6,0,6
18/03/2023 07:00,5,3,2,32,14,18,26,11,15,0,0,0,7,7,0,2,2,0,1,1,0,40,14,26,0,,6,0,6,12,0,12
18/03/2023 08:00,6,5,1,64,23,41,78,30,48,0,0,0,10,10,0,6,6,0,0,0,0,45,11,34,0,,12,0,12,22,0,22
18/03/2023 09:00,6,4,2,103,40,63,113,46,67,0,0,0,12,12,0,9,9,0,6,6,0,58,18,40,0,,21,0,21,42,0,42
18/03/2023 10:00,6,6,0,105,49,56,118,48,70,0,0,0,9,9,0,16,16,0,16,16,0,58,15,43,0,,32,0,32,58,0,58
18/03/2023 11:00,12,8,4,115,64,51,111,55,56,0,0,0,1,1,0,15,15,0,3,3,0,77,30,47,0,,55,1,54,63,0,63
18/03/2023 12:00,12,2,10,60,42,18,64,41,23,0,0,0,1,1,0,8,8,0,0,0,0,69,25,44,0,,51,0,51,51,0,51
18/03/2023 13:00,6,4,2,20,8,12,27,17,10,0,0,0,6,6,0,5,5,0,0,0,0,70,31,39,0,,31,0,31,53,1,52
18/03/2023 14:00,9,8,1,25,10,15,33,15,18,0,0,0,5,5,0,6,6,0,0,0,0,101,56,45,0,,47,0,47,66,1,65
18/03/2023 15:00,16,10,6,33,19,14,53,24,29,0,0,0,12,11,1,8,8,0,0,0,0,104,38,66,0,,49,0,49,60,0,60
18/03/2023 16:00,15,7,8,25,14,11,32,21,11,0,0,0,11,11,0,6,6,0,1,1,0,100,35,65,0,,57,0,57,60,0,60
18/03/2023 17:00,3,1,2,30,14,16,29,11,18,0,0,0,8,8,0,5,5,0,0,0,0,66,33,33,0,,54,0,54,51,1,50
18/03/2023 18:00,9,4,5,16,7,9,28,16,12,0,0,0,6,6,0,9,9,0,0,0,0,80,39,41,0,,58,0,58,69,0,69
18/03/2023 19:00,5,4,1,14,7,7,18,5,13,0,0,0,10,10,0,8,8,0,0,0,0,105,56,49,0,,47,0,47,76,0,76
18/03/2023 20:00,14,6,8,9,5,4,18,8,10,0,0,0,9,9,0,5,5,0,1,1,0,104,43,61,0,,43,0,43,55,0,55
18/03/2023 21:00,7,6,1,3,3,0,2,2,0,0,0,0,3,3,0,2,2,0,0,0,0,87,42,45,0,,34,0,34,37,0,37
18/03/2023 22:00,5,1,4,2,2,0,2,1,1,0,0,0,7,7,0,3,3,0,1,1,0,89,41,48,0,,27,1,26,33,0,33
18/03/2023 23:00,8,4,4,1,0,1,3,0,3,0,0,0,3,3,0,1,1,0,0,0,0,39,25,14,0,,24,0,24,26,0,26
19/03/2023 00:00,2,0,2,2,1,1,3,1,2,0,0,0,2,2,0,2,2,0,0,0,0,29,22,7,0,,11,0,11,7,0,7
19/03/2023 01:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,17,4,0,,3,0,3,1,0,1
19/03/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,0,,7,1,6,3,0,3
19/03/2023 03:00,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,0,,12,0,12,1,0,1
19/03/2023 04:00,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,,5,0,5,4,0,4
19/03/2023 05:00,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,0,,4,0,4,3,0,3
19/03/2023 06:00,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,18,0,,6,1,5,2,0,2
19/03/2023 07:00,2,1,1,17,6,11,15,5,10,0,0,0,14,14,0,1,1,0,0,0,0,39,10,29,0,,10,0,10,10,0,10
19/03/2023 08:00,3,2,1,85,30,55,116,46,70,0,0,0,7,7,0,1,1,0,6,6,0,38,15,23,0,,7,0,7,21,0,21
19/03/2023 09:00,8,6,2,110,46,64,113,51,62,0,0,0,6,6,0,2,2,0,8,8,0,47,15,32,0,,10,0,10,27,0,27
19/03/2023 10:00,8,3,5,147,76,71,167,79,88,0,0,0,3,3,0,11,11,0,5,5,0,79,15,64,0,,27,0,27,57,0,57
19/03/2023 11:00,8,4,4,150,64,86,174,81,93,0,0,0,2,2,0,15,15,0,4,4,0,81,23,58,0,,37,0,37,62,0,62
19/03/2023 12:00,11,8,3,121,69,52,129,69,60,0,0,0,7,7,0,8,8,0,2,2,0,106,48,58,0,,46,0,46,61,0,61
19/03/2023 13:00,12,6,6,86,47,39,109,51,58,0,0,0,6,6,0,15,15,0,1,1,0,103,44,59,0,,44,0,44,72,0,72
19/03/2023 14:00,16,5,11,65,37,28,75,38,37,0,0,0,4,4,0,12,12,0,0,0,0,67,40,27,0,,54,0,54,54,0,54
19/03/2023 15:00,5,3,2,29,18,11,45,31,14,0,0,0,3,3,0,8,8,0,0,0,0,52,22,30,0,,42,0,42,39,0,39
19/03/2023 16:00,7,1,6,15,9,6,18,10,8,0,0,0,1,1,0,5,5,0,0,0,0,47,26,21,0,,36,0,36,25,1,24
