Time,Charleville Mall,Charleville Mall Cyclist IN,Charleville Mall Cyclist OUT,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist IN,Clontarf - James Larkin Rd Cyclist OUT,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist IN,Clontarf - Pebble Beach Carpark Cyclist OUT,Drumcondra Cyclists 1,Drumcondra Cyclists 1 Cyclist IN,Drumcondra Cyclists 1 Cyclist OUT,Drumcondra Cyclists 2,Drumcondra Cyclists 2 Cyclist IN,Drumcondra Cyclists 2 Cyclist OUT,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist IN,Griffith Avenue (Clare Rd Side) Cyclist OUT,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist IN,Griffith Avenue (Lane Side) Cyclist OUT,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B,North Strand Rd S/B,Richmond Street Cyclists 1,Richmond Street Cyclists 1 Cyclist IN,Richmond Street Cyclists 1 Cyclist OUT,Richmond Street Cyclists 2 ,Richmond Street Cyclists 2  Cyclist IN,Richmond Street Cyclists 2  Cyclist OUT
16/02/2023 06:00,9,7,2,18,14,4,18,14,4,0,0,0,13,13,0,11,11,0,0,0,0,96,25,71,0,,7,0,7,20,0,20
16/02/2023 07:00,16,11,5,56,48,8,53,46,7,0,0,0,21,21,0,14,14,0,0,0,0,277,61,216,0,,23,0,23,75,0,75
16/02/2023 08:00,39,29,10,77,57,20,108,88,20,0,0,0,79,79,0,16,16,0,0,0,0,538,79,459,0,,50,1,49,228,0,228
16/02/2023 09:00,16,9,7,32,22,10,41,32,9,0,0,0,44,44,0,19,19,0,0,0,0,221,31,190,0,,38,1,37,144,0,144
16/02/2023 10:00,2,1,1,36,14,22,52,21,31,0,0,0,10,10,0,9,9,0,0,0,0,87,22,65,0,,33,0,33,63,0,63
16/02/2023 11:00,6,4,2,27,13,14,34,21,13,0,0,0,10,10,0,7,7,0,0,0,0,88,35,53,0,,42,0,42,83,0,83
16/02/2023 12:00,6,3,3,30,13,17,47,18,29,0,0,0,5,5,0,6,6,0,2,2,0,89,31,58,0,,61,0,61,90,0,90
16/02/2023 13:00,10,7,3,40,21,19,43,23,20,0,0,0,8,8,0,11,11,0,2,2,0,115,40,75,0,,84,0,84,95,0,95
16/02/2023 14:00,13,8,5,29,10,19,37,19,18,0,0,0,7,7,0,13,13,0,0,0,0,98,52,46,0,,74,1,73,68,0,68
16/02/2023 15:00,16,8,8,47,23,24,55,23,32,0,0,0,4,4,0,15,15,0,0,0,0,120,64,56,0,,69,0,69,69,1,68
16/02/2023 16:00,24,6,18,69,33,36,81,29,52,0,0,0,4,4,0,19,19,0,0,0,0,198,123,75,0,,102,1,101,73,0,73
16/02/2023 17:00,34,9,25,70,16,54,129,30,99,0,0,0,6,6,0,32,32,0,0,0,0,387,268,119,0,,210,0,210,105,1,104
16/02/2023 18:00,23,7,16,105,38,67,117,33,84,0,0,0,1,1,0,28,28,0,0,0,0,327,214,113,0,,193,0,193,117,2,115
16/02/2023 19:00,15,4,11,38,13,25,48,15,33,0,0,0,6,6,0,17,17,0,0,0,0,195,115,80,0,,126,0,126,85,0,85
16/02/2023 20:00,8,4,4,27,10,17,37,14,23,0,0,0,2,2,0,10,10,0,0,0,0,137,84,53,0,,67,0,67,104,0,104
16/02/2023 21:00,11,3,8,5,3,2,13,5,8,0,0,0,1,1,0,13,13,0,0,0,0,75,49,26,0,,51,0,51,62,0,62
16/02/2023 22:00,4,0,4,9,3,6,18,3,15,0,0,0,1,1,0,4,4,0,0,0,0,81,57,24,0,,34,0,34,42,1,41
16/02/2023 23:00,4,3,1,5,3,2,11,3,8,0,0,0,5,5,0,3,3,0,0,0,0,44,30,14,0,,36,0,36,27,0,27
17/02/2023 00:00,0,0,0,1,0,1,7,5,2,0,0,0,2,2,0,1,1,0,0,0,0,21,16,5,0,,22,0,22,13,0,13
17/02/2023 01:00,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1,0,,1,0,1,0,0,0
17/02/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,,2,0,2,2,0,2
17/02/2023 03:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,,6,0,6,1,0,1
17/02/2023 04:00,1,0,1,2,0,2,3,0,3,0,0,0,1,1,0,1,1,0,0,0,0,8,4,4,0,,3,0,3,3,0,3
17/02/2023 05:00,7,5,2,3,1,2,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,22,2,20,0,,2,0,2,9,1,8
17/02/2023 06:00,5,5,0,13,10,3,15,10,5,0,0,0,10,10,0,7,7,0,0,0,0,82,17,65,0,,7,0,7,21,0,21
17/02/2023 07:00,11,5,6,17,14,3,33,27,6,0,0,0,20,19,1,9,9,0,0,0,0,154,43,111,0,,23,0,23,48,0,48
17/02/2023 08:00,25,20,5,24,20,4,38,33,5,0,0,0,36,35,1,20,20,0,0,0,0,318,53,265,0,,35,0,35,112,0,112
17/02/2023 09:00,16,10,6,27,16,11,38,19,19,0,0,0,25,24,1,9,9,0,0,0,0,157,26,131,0,,32,0,32,107,0,107
17/02/2023 10:00,6,2,4,33,15,18,58,28,30,0,0,0,17,17,0,7,7,0,5,5,0,78,26,52,0,,34,0,34,64,1,63
17/02/2023 11:00,6,4,2,42,20,22,45,23,22,0,0,0,5,5,0,13,13,0,8,8,0,97,30,67,0,,42,0,42,78,0,78
17/02/2023 12:00,6,4,2,28,14,14,26,12,14,0,0,0,10,10,0,11,11,0,5,5,0,102,37,65,0,,73,0,73,82,0,82
17/02/2023 13:00,12,5,7,32,16,16,36,15,21,0,0,0,5,5,0,8,8,0,2,2,0,103,43,60,0,,78,1,77,111,0,111
17/02/2023 14:00,17,8,9,37,18,19,61,26,35,0,0,0,10,10,0,11,11,0,0,0,0,106,42,64,0,,59,0,59,62,0,62
17/02/2023 15:00,16,5,11,43,17,26,65,27,38,0,0,0,9,9,0,13,13,0,0,0,0,127,70,57,0,,67,0,67,66,0,66
17/02/2023 16:00,27,10,17,44,18,26,62,27,35,0,0,0,5,5,0,16,16,0,0,0,0,163,95,68,0,,115,0,115,59,1,58
17/02/2023 17:00,28,5,23,42,14,28,74,26,48,0,0,0,4,4,0,20,20,0,0,0,0,267,159,108,0,,140,0,140,125,0,125
17/02/2023 18:00,13,7,6,32,10,22,41,8,33,0,0,0,2,2,0,25,25,0,0,0,0,214,111,103,0,,95,1,94,104,0,104
17/02/2023 19:00,13,4,9,19,3,16,28,9,19,0,0,0,9,9,0,12,12,0,0,0,0,189,105,84,0,,105,0,105,90,1,89
17/02/2023 20:00,9,4,5,14,5,9,23,11,12,0,0,0,8,8,0,6,6,0,0,0,0,102,52,50,0,,82,0,82,110,0,110
17/02/2023 21:00,11,5,6,4,2,2,7,3,4,0,0,0,7,7,0,4,4,0,0,0,0,83,50,33,0,,70,1,69,93,0,93
17/02/2023 22:00,6,5,1,3,1,2,7,1,6,0,0,0,5,5,0,4,4,0,1,1,0,55,38,17,0,,40,0,40,50,1,49
17/02/2023 23:00,3,1,2,2,1,1,6,1,5,0,0,0,1,1,0,1,1,0,0,0,0,41,25,16,0,,30,1,29,27,0,27
18/02/2023 00:00,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,2,0,0,0,0,35,28,7,0,,35,0,35,19,1,18
18/02/2023 01:00,2,1,1,1,1,0,2,1,1,0,0,0,2,2,0,1,1,0,0,0,0,21,12,9,0,,11,0,11,1,1,0
18/02/2023 02:00,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,0,,17,0,17,5,0,5
18/02/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,,8,0,8,5,0,5
18/02/2023 04:00,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,0,,9,0,9,2,0,2
18/02/2023 05:00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,11,4,7,0,,4,0,4,7,0,7
18/02/2023 06:00,2,1,1,3,3,0,2,2,0,0,0,0,6,6,0,1,1,0,0,0,0,27,6,21,0,,2,0,2,8,0,8
18/02/2023 07:00,2,2,0,12,5,7,17,4,13,0,0,0,14,14,0,4,4,0,1,1,0,39,15,24,0,,12,0,12,9,0,9
18/02/2023 08:00,4,0,4,55,24,31,57,24,33,0,0,0,11,11,0,7,7,0,4,4,0,43,18,25,0,,11,0,11,33,0,33
18/02/2023 09:00,10,5,5,82,36,46,89,37,52,0,0,0,5,5,0,6,6,0,4,4,0,80,30,50,0,,21,1,20,49,2,47
18/02/2023 10:00,7,3,4,63,24,39,83,33,50,0,0,0,4,4,0,17,17,0,3,3,0,91,33,58,0,,34,1,33,64,1,63
18/02/2023 11:00,17,6,11,75,39,36,102,47,55,0,0,0,3,3,0,5,5,0,3,3,0,92,36,56,0,,55,0,55,64,0,64
18/02/2023 12:00,6,4,2,65,34,31,80,43,37,0,0,0,2,2,0,15,15,0,1,1,0,99,33,66,0,,69,0,69,111,2,109
18/02/2023 13:00,9,7,2,65,38,27,90,48,42,0,0,0,7,7,0,9,9,0,2,2,0,102,36,66,0,,55,0,55,126,0,126
18/02/2023 14:00,11,5,6,68,32,36,62,27,35,0,0,0,8,8,0,13,13,0,2,2,0,107,44,63,0,,69,0,69,97,0,97
18/02/2023 15:00,2,1,1,31,14,17,49,21,28,0,0,0,9,9,0,16,16,0,1,1,0,101,37,64,0,,82,0,82,96,0,96
18/02/2023 16:00,8,3,5,38,22,16,59,35,24,0,0,0,12,12,0,13,13,0,1,1,0,118,51,67,0,,90,1,89,81,3,78
18/02/2023 17:00,10,8,2,41,18,23,53,23,30,0,0,0,14,14,0,7,7,0,0,0,0,97,40,57,0,,90,0,90,86,0,86
18/02/2023 18:00,5,1,4,17,9,8,18,11,7,0,0,0,14,13,1,15,15,0,1,1,0,109,52,57,0,,77,0,77,74,1,73
18/02/2023 19:00,6,3,3,9,5,4,15,6,9,0,0,0,8,8,0,7,7,0,2,2,0,109,47,62,0,,73,1,72,124,1,123
18/02/2023 20:00,7,4,3,10,6,4,17,10,7,0,0,0,7,7,0,4,4,0,0,0,0,70,29,41,0,,63,0,63,92,0,92
18/02/2023 21:00,7,4,3,4,3,1,6,3,3,0,0,0,2,2,0,3,3,0,1,1,0,70,29,41,0,,40,2,38,81,1,80
18/02/2023 22:00,1,0,1,2,2,0,2,1,1,0,0,0,2,2,0,1,1,0,0,0,0,76,37,39,0,,30,0,30,54,0,54
18/02/2023 23:00,9,2,7,2,1,1,3,1,2,0,0,0,2,2,0,2,2,0,0,0,0,34,25,9,0,,30,0,30,29,0,29
19/02/2023 00:00,2,1,1,1,1,0,4,2,2,0,0,0,0,0,0,2,2,0,0,0,0,30,19,11,0,,23,0,23,20,0,20
19/02/2023 01:00,2,2,0,3,3,0,5,3,2,0,0,0,3,3,0,1,1,0,0,0,0,14,12,2,0,,5,0,5,2,0,2
19/02/2023 02:00,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,7,5,2,0,,12,0,12,8,1,7
19/02/2023 03:00,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,9,0,,13,0,13,4,0,4
19/02/2023 04:00,1,1,0,1,1,0,4,2,2,0,0,0,2,2,0,0,0,0,0,0,0,13,10,3,0,,6,0,6,4,1,3
19/02/2023 05:00,1,0,1,3,2,1,4,2,2,0,0,0,0,0,0,1,1,0,0,0,0,9,3,6,0,,4,0,4,3,0,3
19/02/2023 06:00,1,1,0,2,1,1,3,1,2,0,0,0,2,2,0,0,0,0,0,0,0,24,6,18,0,,3,0,3,9,0,9
19/02/2023 07:00,1,1,0,22,5,17,19,5,14,0,0,0,9,9,0,3,3,0,0,0,0,32,11,21,0,,3,0,3,6,1,5
19/02/2023 08:00,3,0,3,69,31,38,75,29,46,0,0,0,9,9,0,8,8,0,0,0,0,42,18,24,0,,8,0,8,13,0,13
19/02/2023 09:00,8,4,4,120,53,67,126,54,72,0,0,0,7,7,0,13,13,0,0,0,0,85,38,47,0,,8,1,7,33,0,33
19/02/2023 10:00,2,1,1,123,49,74,152,53,99,0,0,0,6,6,0,13,13,0,2,2,0,80,21,59,0,,18,0,18,43,0,43
19/02/2023 11:00,8,6,2,126,64,62,139,62,77,0,0,0,3,3,0,18,18,0,3,3,0,101,38,63,0,,37,0,37,42,1,41
19/02/2023 12:00,7,2,5,114,59,55,122,66,56,0,0,0,6,6,0,12,12,0,2,2,0,103,40,63,0,,50,0,50,89,3,86
19/02/2023 13:00,13,8,5,106,58,48,116,51,65,0,0,0,6,6,0,22,22,0,8,8,0,106,38,68,0,,54,0,54,81,0,81
19/02/2023 14:00,11,5,6,87,40,47,111,47,64,0,0,0,5,5,0,15,15,0,1,1,0,133,56,77,0,,49,0,49,84,2,82
19/02/2023 15:00,13,5,8,105,50,55,130,57,73,0,0,0,9,9,0,11,11,0,2,2,0,80,27,53,0,,53,1,52,73,0,73
19/02/2023 16:00,12,3,9,81,46,35,87,51,36,0,0,0,6,6,0,13,13,0,5,5,0,89,46,43,0,,58,1,57,60,0,60
19/02/2023 17:00,9,5,4,48,28,20,67,41,26,0,0,0,4,4,0,13,13,0,4,4,0,115,52,63,0,,68,1,67,51,0,51
19/02/2023 18:00,6,1,5,30,15,15,32,16,16,0,0,0,7,7,0,11,11,0,1,1,0,137,47,90,0,,60,1,59,76,1,75
19/02/2023 19:00,7,4,3,19,10,9,19,7,12,0,0,0,6,6,0,15,15,0,3,3,0,97,50,47,0,,55,0,55,80,0,80
19/02/2023 20:00,6,2,4,10,3,7,18,8,10,0,0,0,4,4,0,4,4,0,1,1,0,59,33,26,0,,35,0,35,79,0,79
19/02/2023 21:00,3,1,2,5,2,3,9,4,5,0,0,0,2,2,0,0,0,0,1,1,0,49,25,24,0,,50,0,50,43,0,43
19/02/2023 22:00,2,1,1,2,1,1,6,2,4,0,0,0,3,3,0,4,4,0,2,2,0,41,28,13,0,,26,0,26,23,0,23
19/02/2023 23:00,1,0,1,1,1,0,4,1,3,0,0,0,3,3,0,1,1,0,0,0,0,21,15,6,0,,31,0,31,15,0,15
20/02/2023 00:00,0,0,0,1,0,1,2,2,0,0,0,0,2,1,1,2,2,0,1,1,0,10,8,2,0,,7,0,7,4,0,4
20/02/2023 01:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,,0,0,0,0,0,0
20/02/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,,0,0,0,1,0,1
20/02/2023 03:00,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,,2,0,2,2,0,2
20/02/2023 04:00,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10,2,8,0,,0,0,0,3,1,2
20/02/2023 05:00,2,2,0,5,2,3,5,2,3,0,0,0,3,3,0,3,3,0,0,0,0,28,2,26,0,,3,0,3,6,0,6
20/02/2023 06:00,8,8,0,14,11,3,17,12,5,0,0,0,13,13,0,8,8,0,7,7,0,112,22,90,0,,9,0,9,15,0,15
20/02/2023 07:00,16,12,4,48,44,4,51,44,7,0,0,0,31,31,0,12,12,0,24,24,0,275,53,222,0,,29,0,29,82,0,82
20/02/2023 08:00,40,28,12,63,50,13,72,57,15,0,0,0,66,66,0,55,55,0,116,116,0,536,100,436,0,,43,0,43,184,1,183
20/02/2023 09:00,17,11,6,35,19,16,48,27,21,0,0,0,26,25,1,15,15,0,16,16,0,228,40,188,0,,49,0,49,124,1,123
20/02/2023 10:00,15,13,2,36,12,24,50,18,32,0,0,0,13,13,0,8,8,0,1,1,0,75,31,44,0,,23,0,23,54,0,54
20/02/2023 11:00,5,4,1,35,16,19,38,17,21,0,0,0,4,4,0,10,10,0,7,7,0,94,34,60,0,,35,1,34,67,0,67
20/02/2023 12:00,8,7,1,43,19,24,50,25,25,0,0,0,6,6,0,7,7,0,11,11,0,93,38,55,0,,59,0,59,78,0,78
20/02/2023 13:00,13,3,10,35,14,21,36,12,24,0,0,0,3,3,0,17,17,0,12,12,0,130,54,76,0,,70,0,70,84,1,83
20/02/2023 14:00,11,4,7,28,10,18,44,16,28,0,0,0,3,3,0,19,19,0,12,12,0,118,55,63,0,,65,0,65,62,0,62
20/02/2023 15:00,20,7,13,31,11,20,43,17,26,0,0,0,2,2,0,47,47,0,7,7,0,143,84,59,0,,68,0,68,44,1,43
20/02/2023 16:00,31,10,21,48,16,32,65,16,49,0,0,0,2,2,0,39,39,0,3,3,0,232,139,93,0,,126,0,126,60,0,60
20/02/2023 17:00,40,7,33,89,23,66,128,28,100,0,0,0,1,1,0,44,44,0,8,8,0,415,278,137,0,,206,0,206,118,0,118
20/02/2023 18:00,18,6,12,77,18,59,98,23,75,0,0,0,6,6,0,32,32,0,4,4,0,314,216,98,0,,219,0,219,116,0,116
20/02/2023 19:00,7,1,6,33,10,23,54,11,43,0,0,0,5,4,1,8,8,0,3,3,0,169,109,60,0,,134,0,134,71,0,71
20/02/2023 20:00,6,3,3,17,7,10,29,9,20,0,0,0,2,2,0,16,16,0,2,2,0,76,29,47,0,,94,1,93,88,0,88
20/02/2023 21:00,7,3,4,14,6,8,15,6,9,0,0,0,4,4,0,8,8,0,0,0,0,82,45,37,0,,62,0,62,52,0,52
20/02/2023 22:00,3,0,3,6,4,2,10,3,7,0,0,0,2,2,0,3,3,0,0,0,0,47,33,14,0,,29,0,29,24,0,24
20/02/2023 23:00,3,1,2,3,2,1,3,1,2,0,0,0,1,1,0,2,2,0,0,0,0,11,8,3,0,,27,0,27,13,0,13
21/02/2023 00:00,1,1,0,2,1,1,5,3,2,0,0,0,1,1,0,3,3,0,0,0,0,13,8,5,0,,11,0,11,4,0,4
21/02/2023 01:00,1,0,1,4,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,4,1,0,,2,0,2,1,0,1
21/02/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,2,0,2,1,0,1
21/02/2023 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,,5,0,5,2,0,2
21/02/2023 04:00,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10,3,7,0,,2,0,2,2,0,2
21/02/2023 05:00,3,3,0,4,3,1,4,3,1,0,0,0,2,1,1,1,1,0,0,0,0,25,1,24,0,,1,0,1,7,0,7
21/02/2023 06:00,5,4,1,27,19,8,28,21,7,0,0,0,21,21,0,9,9,0,0,0,0,119,28,91,0,,11,0,11,30,0,30
21/02/2023 07:00,19,15,4,89,77,12,100,87,13,0,0,0,54,54,0,6,6,0,2,2,0,371,65,306,0,,33,0,33,93,0,93
21/02/2023 08:00,49,39,10,115,89,26,139,112,27,0,0,0,70,70,0,64,64,0,24,24,0,740,108,632,0,,57,1,56,220,0,220
21/02/2023 09:00,19,13,6,59,32,27,84,50,34,0,0,0,48,48,0,14,14,0,0,0,0,258,36,222,0,,38,1,37,170,0,170
21/02/2023 10:00,11,6,5,65,34,31,81,36,45,0,0,0,17,17,0,6,6,0,1,1,0,98,27,71,0,,34,1,33,84,0,84
21/02/2023 11:00,11,3,8,75,35,40,84,41,43,0,0,0,7,7,0,12,12,0,0,0,0,74,22,52,0,,38,0,38,59,0,59
21/02/2023 12:00,8,4,4,62,28,34,89,30,59,0,0,0,4,4,0,10,10,0,4,4,0,112,45,67,0,,69,0,69,85,0,85
21/02/2023 13:00,12,4,8,78,40,38,93,41,52,0,0,0,9,9,0,20,20,0,2,2,0,117,54,63,0,,72,0,72,63,0,63
21/02/2023 14:00,12,3,9,72,38,34,91,41,50,0,0,0,1,1,0,18,18,0,1,1,0,113,48,65,0,,74,1,73,68,0,68
21/02/2023 15:00,11,7,4,65,33,32,88,36,52,0,0,0,5,4,1,28,28,0,0,0,0,149,79,70,0,,80,0,80,63,0,63
21/02/2023 16:00,29,5,24,87,28,59,106,41,65,0,0,0,5,5,0,47,47,0,1,1,0,257,162,95,0,,134,0,134,87,0,87
21/02/2023 17:00,42,11,31,138,32,106,166,24,142,0,0,0,6,6,0,50,50,0,1,1,0,464,332,132,0,,281,2,279,83,1,82
21/02/2023 18:00,35,12,23,105,27,78,129,27,102,0,0,0,6,6,0,41,41,0,0,0,0,389,261,128,0,,248,1,247,108,0,108
21/02/2023 19:00,14,4,10,60,26,34,87,35,52,0,0,0,5,5,0,29,29,0,0,0,0,209,134,75,0,,132,0,132,130,0,130
21/02/2023 20:00,13,7,6,56,25,31,72,26,46,0,0,0,4,4,0,11,11,0,0,0,0,138,96,42,0,,97,0,97,101,0,101
21/02/2023 21:00,7,4,3,10,5,5,17,6,11,0,0,0,5,5,0,8,8,0,0,0,0,79,50,29,0,,63,0,63,45,1,44
21/02/2023 22:00,4,2,2,7,3,4,14,4,10,0,0,0,3,3,0,3,3,0,0,0,0,58,36,22,0,,42,0,42,24,0,24
21/02/2023 23:00,3,1,2,2,1,1,2,1,1,0,0,0,2,2,0,4,4,0,0,0,0,32,25,7,0,,26,0,26,14,0,14
22/02/2023 00:00,0,0,0,2,1,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,,16,0,16,6,0,6
22/02/2023 01:00,2,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,,0,0,0,0,0,0
22/02/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,3,0,3,1,0,1
22/02/2023 03:00,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,,4,0,4,1,0,1
22/02/2023 04:00,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,2,4,0,,2,0,2,1,0,1
22/02/2023 05:00,2,1,1,2,2,0,4,1,3,0,0,0,4,4,0,2,2,0,0,0,0,32,2,30,0,,4,0,4,11,0,11
22/02/2023 06:00,5,5,0,14,11,3,19,15,4,0,0,0,15,15,0,7,7,0,0,0,0,108,24,84,0,,6,0,6,30,0,30
22/02/2023 07:00,19,16,3,62,57,5,78,69,9,0,0,0,61,60,1,17,17,0,0,0,0,333,70,263,0,,40,0,40,97,2,95
22/02/2023 08:00,47,38,9,84,67,17,119,99,20,0,0,0,99,98,1,55,55,0,0,0,0,659,110,549,0,,48,0,48,228,1,227
22/02/2023 09:00,21,14,7,38,21,17,62,35,27,0,0,0,25,24,1,17,17,0,0,0,0,263,37,226,0,,43,1,42,154,1,153
22/02/2023 10:00,10,5,5,38,22,16,44,21,23,0,0,0,24,24,0,6,6,0,0,0,0,102,29,73,0,,32,0,32,77,0,77
22/02/2023 11:00,6,1,5,47,23,24,63,33,30,0,0,0,12,10,2,7,7,0,0,0,0,82,29,53,0,,45,3,42,80,0,80
22/02/2023 12:00,9,7,2,42,18,24,47,22,25,0,0,0,7,7,0,12,12,0,0,0,0,83,29,54,0,,75,1,74,59,2,57
22/02/2023 13:00,21,11,10,52,28,24,67,31,36,0,0,0,3,3,0,29,29,0,0,0,0,135,65,70,0,,66,1,65,82,0,82
22/02/2023 14:00,15,7,8,36,17,19,58,24,34,0,0,0,3,3,0,11,11,0,0,0,0,111,54,57,0,,74,1,73,63,1,62
22/02/2023 15:00,17,10,7,28,10,18,35,11,24,0,0,0,5,5,0,44,44,0,0,0,0,133,64,69,0,,93,0,93,63,0,63
22/02/2023 16:00,28,7,21,57,25,32,89,33,56,0,0,0,4,4,0,33,33,0,0,0,0,225,145,80,0,,123,0,123,65,2,63
22/02/2023 17:00,30,13,17,102,20,82,140,31,109,0,0,0,3,3,0,41,41,0,0,0,0,436,311,125,0,,239,2,237,116,1,115
22/02/2023 18:00,27,10,17,76,22,54,102,14,88,0,0,0,2,2,0,24,24,0,0,0,0,375,236,139,0,,215,1,214,101,0,101
22/02/2023 19:00,17,9,8,41,13,28,63,22,41,0,0,0,4,4,0,18,18,0,0,0,0,216,147,69,0,,117,0,117,89,0,89
22/02/2023 20:00,10,4,6,18,7,11,25,13,12,0,0,0,4,4,0,16,16,0,1,1,0,111,81,30,0,,101,1,100,86,0,86
22/02/2023 21:00,4,3,1,8,4,4,16,6,10,0,0,0,2,2,0,7,7,0,0,0,0,89,54,35,0,,70,0,70,46,0,46
22/02/2023 22:00,2,1,1,5,2,3,9,3,6,0,0,0,2,2,0,2,2,0,0,0,0,57,36,21,0,,44,0,44,39,0,39
22/02/2023 23:00,5,3,2,2,1,1,4,1,3,0,0,0,2,2,0,6,6,0,0,0,0,23,16,7,0,,23,0,23,16,0,16
23/02/2023 00:00,0,0,0,2,1,1,3,1,2,0,0,0,1,1,0,2,2,0,0,0,0,21,15,6,0,,15,0,15,8,0,8
23/02/2023 01:00,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,,0,0,0,0,0,0
23/02/2023 02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,,6,0,6,0,0,0
23/02/2023 03:00,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,,4,0,4,1,0,1
23/02/2023 04:00,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,8,3,5,0,,2,0,2,1,0,1
23/02/2023 05:00,4,4,0,6,3,3,4,1,3,0,0,0,1,1,0,1,1,0,0,0,0,38,4,34,0,,4,0,4,5,0,5
23/02/2023 06:00,13,11,2,18,12,6,20,16,4,0,0,0,13,13,0,10,10,0,0,0,0,127,31,96,0,,8,0,8,19,0,19
23/02/2023 07:00,20,15,5,61,51,10,70,58,12,0,0,0,17,17,0,21,21,0,2,2,0,308,82,226,0,,36,0,36,90,0,90
23/02/2023 08:00,46,37,9,86,69,17,108,91,17,0,0,0,50,50,0,51,51,0,43,43,0,620,101,519,0,,42,0,42,192,0,192
23/02/2023 09:00,19,15,4,54,27,27,71,36,35,0,0,0,44,43,1,10,10,0,8,8,0,263,40,223,0,,20,1,19,147,1,146
23/02/2023 10:00,5,5,0,57,26,31,65,30,35,0,0,0,18,18,0,15,15,0,6,6,0,102,37,65,0,,24,0,24,75,0,75
23/02/2023 11:00,10,4,6,77,42,35,79,41,38,0,0,0,16,16,0,12,12,0,4,4,0,83,26,57,0,,36,0,36,80,0,80
23/02/2023 12:00,9,3,6,58,30,28,67,24,43,0,0,0,8,8,0,12,12,0,5,5,0,95,36,59,0,,67,0,67,84,0,84
23/02/2023 13:00,10,1,9,47,26,21,74,40,34,0,0,0,7,7,0,10,10,0,2,2,0,107,44,63,0,,77,1,76,87,0,87
23/02/2023 14:00,13,5,8,59,25,34,62,27,35,0,0,0,8,8,0,19,19,0,0,0,0,103,43,60,0,,56,0,56,73,0,73
23/02/2023 15:00,19,11,8,78,34,44,91,30,61,0,0,0,5,5,0,38,38,0,6,6,0,152,77,75,0,,78,1,77,84,0,84
23/02/2023 16:00,25,8,17,57,17,40,96,36,60,0,0,0,5,5,0,38,38,0,22,22,0,237,157,80,0,,138,0,138,96,0,96
23/02/2023 17:00,43,14,29,96,33,63,128,31,97,0,0,0,2,2,0,29,29,0,19,19,0,419,290,129,0,,210,2,208,81,0,81
23/02/2023 18:00,25,10,15,98,32,66,118,31,87,0,0,0,3,3,0,31,31,0,12,12,0,331,228,103,0,,228,1,227,111,0,111
